Datum;Tmin;Tmit;Tmax;Sges;Rges;Tbod;RFmin;RFmit;RFmax;Wmit;WBmax
17.11.2020;10,2;11,8;12,9;0,0;0,0;8,5;79;83,3;87;16;39
18.11.2020;10,8;12,7;15,3;8,1;0,2;8,2;66;74,1;82;14;41
19.11.2020;4,9;9,2;14,1;0,0;2,7;3,0;58;81,0;91;14;50
20.11.2020;2,7;5,6;8,7;2,5;0,0;-0,3;68;83,0;90;9;22
21.11.2020;2,5;6,8;10,5;0,2;0,0;-0,3;70;78,4;87;14;35
22.11.2020;8,3;9,2;10,0;0,0;0,7;7,6;79;91,2;98;14;39
23.11.2020;4,9;7,5;10,3;7,3;0,0;0,5;62;84,3;96;7;22
24.11.2020;4,7;6,5;9,7;6,7;0,0;1,4;80;89,0;97;17;48
25.11.2020;5,1;7,1;9,8;5,8;0,0;3,0;72;82,3;88;19;43
26.11.2020;3,5;6,7;9,0;0,5;0,0;0,2;77;84,5;94;11;31
27.11.2020;2,3;3,6;5,8;7,3;0,0;-1,0;85;91,0;96;9;26
28.11.2020;2,5;4,2;8,9;6,2;0,0;0,0;74;88,0;94;9;30
29.11.2020;-1,6;1,4;3,5;5,4;0,0;-5,6;69;82,3;93;8;22
30.11.2020;-2,0;0,9;4,9;0,3;10,8;-5,9;78;89,4;99;9;33
01.12.2020;4,4;6,3;8,1;0,0;6,0;4,1;98;99,3;100;7;30
02.12.2020;;4,8;;0,0;1,9;2,9;95;97,6;100;8;24
03.12.2020;3,3;4,3;5,6;0,0;2,9;2,9;80;90,8;99;18;54
04.12.2020;2,4;6,0;8,6;1,7;0,0;-1,3;71;81,1;96;18;67
05.12.2020;2,4;4,6;7,6;6,0;0,0;-1,2;61;82,7;96;9;35
06.12.2020;1,7;3,3;4,9;0,0;3,7;-0,9;87;92,1;100;6;24
07.12.2020;2,0;3,9;5,1;0,0;5,2;-1,2;88;95,9;100;11;28
08.12.2020;1,7;4,1;5,7;0,0;0,2;-2,0;73;85,5;96;7;26
09.12.2020;-0,3;2,5;4,5;4,3;0,0;-3,4;79;89,0;94;8;26
10.12.2020;-1,2;0,7;3,0;3,0;0,0;-4,4;81;87,9;96;14;41
11.12.2020;1,2;3,3;5,7;0,0;0,4;-0,5;78;84,3;97;21;48
12.12.2020;4,7;6,5;8,2;0,0;1,6;3,6;90;97,2;100;11;33
13.12.2020;6,0;7,6;9,5;0,8;0,5;3,2;75;86,8;100;11;44
14.12.2020;6,4;8,2;10,1;0,1;4,3;5,1;71;79,8;94;20;48
15.12.2020;5,7;8,2;9,6;0,0;4,9;1,2;72;96,0;100;12;37
16.12.2020;5,5;8,4;11,4;4,0;0,0;1,2;85;93,7;100;13;35
17.12.2020;6,2;9,6;11,2;2,2;1,5;2,4;73;82,7;94;13;37
18.12.2020;5,3;7,4;11,1;7,1;0,0;0,8;70;86,0;95;16;43
19.12.2020;6,5;9,7;13,1;4,7;0,0;3,0;72;82,3;92;16;41
20.12.2020;7,5;9,7;11,7;0,7;0,0;3,0;77;83,3;89;11;37
21.12.2020;5,2;7,6;10,2;0,0;6,1;0,9;84;90,5;99;16;46
22.12.2020;10,2;13,1;14,7;1,0;5,7;9,2;78;88,2;99;15;54
23.12.2020;9,5;11,5;12,4;0,0;7,0;6,7;79;95,6;100;10;43
24.12.2020;4,3;6,4;9,7;0,0;1,0;2,8;73;87,6;95;13;44
25.12.2020;2,1;3,6;5,7;3,4;0,0;-0,6;78;88,2;95;10;33
26.12.2020;2,5;4,0;5,6;2,3;0,0;0,6;74;83,6;94;14;44
27.12.2020;4,3;4,9;5,8;0,0;9,3;3,1;73;79,7;89;20;67
28.12.2020;2,5;4,4;6,0;2,5;0,6;-0,5;78;88,1;96;10;35
29.12.2020;0,0;2,9;5,1;0,1;0,0;-3,8;78;88,0;99;10;37
30.12.2020;2,9;4,2;5,2;0,0;3,4;-0,1;79;86,3;92;12;35
31.12.2020;2,3;3;4,5;0;2,4;1;82;94,3;98;9;33
